"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"entrezgene"	"ensembl_gene_id"
"10162"	"chr9"	139834887	139839148	4262	"-"	"FBXW5"	54461	"ENSG00000159069"
"10163"	"chr10"	86088342	86278273	189932	"+"	"CCSER2"	54462	"ENSG00000107771"
"10164"	"chr5"	16473147	16617167	144021	"-"	"FAM134B"	54463	"ENSG00000154153"
"10165"	"chr3"	142025449	142166904	141456	"-"	"XRN1"	54464	"ENSG00000114127"
"10166"	"chr2"	67624451	67637677	13227	"+"	"ETAA1"	54465	"ENSG00000143971"
"10167"	"chrX"	57144984	57147980	2997	"-"	"SPIN2B"	54466	"ENSG00000186787"
"10168"	"chr7"	91875548	92030698	155151	"+"	"ANKIB1"	54467	"ENSG00000001629"
"10169"	"chr7"	7606503	7648560	42058	"+"	"MIOS"	54468	"ENSG00000164654"
"10170"	"chr15"	80351910	80430735	78826	"+"	"ZFAND6"	54469	"ENSG00000086666"
"10171"	"chrX"	100870110	100872991	2882	"-"	"ARMCX6"	54470	"ENSG00000198960"
"10172"	"chr22"	39895437	39914137	18701	"+"	"MIEF1"	54471	"ENSG00000100335"
"10173"	"chr11"	1295601	1330884	35284	"-"	"TOLLIP"	54472	"ENSG00000078902"
"10174"	"chr17"	39032193	39041479	9287	"-"	"KRT20"	54474	"ENSG00000171431"
"10175"	"chr17"	33455772	33469334	13563	"-"	"NLE1"	54475	"ENSG00000073536"
"10176"	"chr7"	5659678	5821370	161693	"-"	"RNF216"	54476	"ENSG00000011275"
"10177"	"chr12"	19282648	19529334	246687	"+"	"PLEKHA5"	54477	"ENSG00000052126"
"10178"	"chr17"	6347735	6354789	7055	"+"	"FAM64A"	54478	"ENSG00000129195"
"10179"	"chr7"	150929575	150935908	6334	"+"	"CHPF2"	54480	"ENSG00000033100"
"10180"	"chr1"	100598706	100616053	17348	"+"	"TRMT13"	54482	"ENSG00000122435"
"10181"	"chr22"	20067755	20099400	31646	"+"	"DGCR8"	54487	"ENSG00000128191"
"10182"	"chr4"	70146217	70160768	14552	"+"	"UGT2B28"	54490	"ENSG00000135226"
"10183"	"chr5"	14581884	14615116	33233	"+"	"FAM105A"	54491	"ENSG00000145569"
"10184"	"chr5"	172068269	172118543	50275	"+"	"NEURL1B"	54492	"ENSG00000214357"
"10185"	"chr11"	114262165	114271139	8975	"-"	"C11orf71"	54494	"ENSG00000180425"
"10186"	"chr18"	66340925	66382535	41611	"-"	"TMX3"	54495	"ENSG00000166479"
"10187"	"chr16"	68344877	68392466	47590	"+"	"PRMT7"	54496	"ENSG00000132600"
"10188"	"chr2"	37195526	37311485	115960	"-"	"HEATR5B"	54497	"ENSG00000008869"
"10189"	"chr20"	4101627	4168394	66768	"+"	"SMOX"	54498	"ENSG00000088826"
"10190"	"chr1"	165696032	165796992	100961	"-"	"TMCO1"	54499	"ENSG00000143183"
"10191"	"chr4"	40425272	40632892	207621	"-"	"RBM47"	54502	"ENSG00000163694"
"10192"	"chr11"	19138646	19197969	59324	"+"	"ZDHHC13"	54503	"ENSG00000177054"
"10193"	"chr7"	29034847	29235067	200221	"-"	"CPVL"	54504	"ENSG00000106066"
"10194"	"chr5"	54552073	54603550	51478	"-"	"DHX29"	54505	"ENSG00000067248"
"10195"	"chr1"	150521884	150533413	11530	"+"	"ADAMTSL4"	54507	"ENSG00000143382"
"10196"	"chr12"	122215664	122241309	25646	"-"	"RHOF"	54509	"ENSG00000139725"
"10197"	"chr4"	138440072	138453648	13577	"-"	"PCDH18"	54510	"ENSG00000189184"
"10198"	"chr6"	55299167	55444012	144846	"-"	"HMGCLL1"	54511	"ENSG00000146151"
"10199"	"chr8"	145133529	145135550	2022	"+"	"EXOSC4"	54512	"ENSG00000178896"
"10200"	"chr5"	55033845	55112985	79141	"+"	"DDX4"	54514	"ENSG00000152670"
"10201"	"chr6"	153308497	153323820	15324	"-"	"MTRF1L"	54516	"ENSG00000112031"
"10202"	"chr7"	105080108	105162714	82607	"-"	"PUS7"	54517	"ENSG00000091127"
"10203"	"chr10"	26727132	26856732	129601	"+"	"APBB1IP"	54518	"ENSG00000077420"
"10204"	"chr2"	118673054	118771709	98656	"-"	"CCDC93"	54520	"ENSG00000125633"
"10205"	"chrX"	117480036	117583924	103889	"+"	"WDR44"	54521	"ENSG00000131725"
"10206"	"chr10"	5903580	5931869	28290	"-"	"ANKRD16"	54522	"ENSG00000134461"
"10207"	"chr2"	190526111	190535557	9447	"+"	"ASNSD1"	54529	"ENSG00000138381"
"10208"	"chr19"	305575	344798	39224	"-"	"MIER2"	54531	"ENSG00000105556"
"10209"	"chr4"	120133742	120216672	82931	"+"	"USP53"	54532	"ENSG00000145390"
"10210"	"chr9"	104149915	104160896	10982	"-"	"MRPL50"	54534	"ENSG00000136897"
"10211"	"chr6"	31110216	31126015	15800	"-"	"CCHCR1"	54535	"ENSG00000204536"
"10212"	"chr10"	94590935	94819250	228316	"+"	"EXOC6"	54536	"ENSG00000138190"
"10213"	"chr10"	88853918	88951225	97308	"+"	"FAM35A"	54537	"ENSG00000122376"
"10214"	"chr11"	124753587	124768396	14810	"-"	"ROBO4"	54538	"ENSG00000154133"
"10215"	"chrX"	47001615	47004903	3289	"-"	"NDUFB11"	54539	"ENSG00000147123"
"10216"	"chr5"	176946789	176981542	34754	"-"	"FAM193B"	54540	"ENSG00000146067"
"10217"	"chr10"	74033678	74035794	2117	"+"	"DDIT4"	54541	"ENSG00000168209"
"10218"	"chr9"	125606835	125667620	60786	"-"	"RC3H2"	54542	"ENSG00000056586"
"10219"	"chr7"	22852251	22862470	10220	"-"	"TOMM7"	54543	"ENSG00000196683"
"10220"	"chr1"	152486978	152488486	1509	"+"	"CRCT1"	54544	"ENSG00000169509"
"10221"	"chr5"	32227100	32313115	86016	"-"	"MTMR12"	54545	"ENSG00000150712"
"10222"	"chr1"	20140523	20141771	1249	"-"	"RNF186"	54546	"ENSG00000178828"
"10223"	"chr17"	71330523	71640228	309706	"-"	"SDK2"	54549	"ENSG00000069188"
"10224"	"chr16"	84002237	84036381	34145	"+"	"NECAB2"	54550	"ENSG00000103154"
"10225"	"chr15"	23888691	23891175	2485	"-"	"MAGEL2"	54551	"ENSG00000254585"
"10226"	"chrX"	54556644	54587504	30861	"+"	"GNL3L"	54552	"ENSG00000130119"
"10227"	"chr3"	122130715	122134882	4168	"-"	"WDR5B"	54554	"ENSG00000196981"
"10228"	"chr19"	19030484	19039436	8953	"+"	"DDX49"	54555	"ENSG00000105671"
"10229"	"chr7"	120590803	120617270	26468	"+"	"ING3"	54556	"ENSG00000071243"
"10230"	"chr5"	64961755	65018862	57108	"-"	"SGTB"	54557	"ENSG00000197860"
"10231"	"chr1"	48761044	48937845	176802	"-"	"SPATA6"	54558	"ENSG00000132122"
"10232"	"chr9"	111934255	112083244	148990	"-"	"EPB41L4B"	54566	"ENSG00000095203"
"10233"	"chr15"	41221538	41231237	9700	"+"	"DLL4"	54567	"ENSG00000128917"
"10234"	"chr2"	234545100	234681951	136852	"+"	"UGT1A10"	54575	"ENSG00000242515"
"10235"	"chr2"	234526291	234681956	155666	"+"	"UGT1A8"	54576	"ENSG00000241635"
"10236"	"chr2"	234590584	234681945	91362	"+"	"UGT1A7"	54577	"ENSG00000244122"
"10237"	"chr2"	234600253	234681946	81694	"+"	"UGT1A6"	54578	"ENSG00000167165"
"10238"	"chr2"	234526291	234681956	155666	"+"	"UGT1A8"	54579	"ENSG00000241635"
"10239"	"chr15"	85174682	85185695	11014	"+"	"SCAND2P"	54581	"ENSG00000176700"
"10240"	"chr1"	231499497	231560790	61294	"-"	"EGLN1"	54583	"ENSG00000135766"
"10241"	"chr22"	19770747	19842462	71716	"-"	"GNB1L"	54584	"ENSG00000185838"
"10242"	"chr3"	45864808	45957534	92727	"-"	"LZTFL1"	54585	"ENSG00000163818"
"10243"	"chr9"	27284656	27297137	12482	"-"	"EQTN"	54586	"ENSG00000120160"
"10244"	"chr1"	1288069	1297157	9089	"-"	"MXRA8"	54587	"ENSG00000162576"
"10245"	"chr1"	62660503	62678000	17498	"+"	"L1TD1"	54596	"ENSG00000240563"
"10246"	"chr2"	234526291	234681956	155666	"+"	"UGT1A8"	54600	"ENSG00000241635"
"10247"	"chr13"	80055287	80130210	74924	"+"	"NDFIP2"	54602	"ENSG00000102471"
"10248"	"chr7"	44605016	44614650	9635	"-"	"DDX56"	54606	"ENSG00000136271"
"10249"	"chr15"	41271078	41408552	137475	"-"	"INO80"	54617	"ENSG00000128908"
"10250"	"chr10"	97803151	97820627	17477	"+"	"CCNJ"	54619	"ENSG00000107443"
"10251"	"chr16"	30934376	30960104	25729	"+"	"FBXL19"	54620	"ENSG00000099364"
"10252"	"chr12"	118501398	118573831	72434	"-"	"VSIG10"	54621	"ENSG00000176834"
"10253"	"chr5"	53179775	53606412	426638	"-"	"ARL15"	54622	"ENSG00000185305"
"10254"	"chr19"	39876492	39881835	5344	"-"	"PAF1"	54623	"ENSG00000006712"
"10255"	"chr3"	122399465	122449687	50223	"+"	"PARP14"	54625	"ENSG00000173193"
"10256"	"chr1"	6472478	6484730	12253	"-"	"HES2"	54626	"ENSG00000069812"
"10257"	"chr1"	232940643	232946092	5450	"+"	"MAP10"	54627	"ENSG00000212916"
"10258"	"chr15"	59063391	59154099	90709	"+"	"FAM63B"	54629	"ENSG00000128923"
"10259"	"chr2"	234627424	234681945	54522	"+"	"UGT1A4"	54657	"ENSG00000244474"
"10260"	"chr2"	234526291	234681956	155666	"+"	"UGT1A8"	54658	"ENSG00000241635"
"10261"	"chr2"	234526291	234681956	155666	"+"	"UGT1A8"	54659	"ENSG00000241635"
"10262"	"chr5"	140613938	140617101	3164	"+"	"PCDHB18"	54660	"ENSG00000146001"
"10263"	"chr9"	131549483	131572711	23229	"+"	"TBC1D13"	54662	"ENSG00000107021"
"10264"	"chr11"	62599814	62609281	9468	"-"	"WDR74"	54663	"ENSG00000133316"
"10265"	"chr7"	12250867	12282993	32127	"+"	"TMEM106B"	54664	"ENSG00000106460"
"10266"	"chr1"	114304454	114355098	50645	"-"	"RSBN1"	54665	"ENSG00000081019"
"10267"	"chr7"	110731062	110765510	34449	"+"	"LRRN3"	54674	"ENSG00000173114"
"10268"	"chr20"	5986736	6020699	33964	"+"	"CRLS1"	54675	"ENSG00000088766"
"10269"	"chr6"	43573053	43596899	23847	"-"	"GTPBP2"	54676	"ENSG00000172432"
"10270"	"chr7"	86974997	87029111	54115	"+"	"CROT"	54677	"ENSG00000005469"
"10271"	"chr1"	86115106	86174116	59011	"-"	"ZNHIT6"	54680	"ENSG00000117174"
"10272"	"chr3"	49027319	49044587	17269	"+"	"P4HTM"	54681	"ENSG00000178467"
"10273"	"chr12"	12482198	12503475	21278	"-"	"MANSC1"	54682	"ENSG00000111261"
"10274"	"chr16"	15153879	15188174	34296	"-"	"RRN3"	54700	"ENSG00000085721"
"10275"	"chr8"	94870035	94938294	68260	"+"	"PDP1"	54704	"ENSG00000164951"
"10276"	"chr1"	27202624	27216788	14165	"-"	"GPN2"	54707	"ENSG00000142751"
"10277"	"chr10"	94050920	94113721	62802	"+"	"MARCH5"	54708	"ENSG00000198060"
"10278"	"chr8"	87566205	87755903	189699	"-"	"CNGB3"	54714	"ENSG00000170289"
"10279"	"chr16"	6069095	7763340	1694246	"+"	"RBFOX1"	54715	"ENSG00000078328"
"10280"	"chr3"	45796942	45838027	41086	"-"	"SLC6A20"	54716	"ENSG00000163817"
"10281"	"chr6"	26421619	26432611	10993	"+"	"BTN2A3P"	54718	"ENSG00000124549"
"10282"	"chr4"	146031990	146101313	69324	"-"	"OTUD4"	54726	"ENSG00000164164"
"10283"	"chr5"	177019159	177023125	3967	"+"	"TMED9"	54732	"ENSG00000184840"
"10284"	"chr11"	107661717	107799019	137303	"-"	"SLC35F2"	54733	"ENSG00000110660"
"10285"	"chr11"	107799229	107834208	34980	"+"	"RAB39A"	54734	"ENSG00000179331"
"10286"	"chr12"	7591376	7592586	1211	"-"	"RP11-157G21.2"	54737	"ENSG00000255836"
"10287"	"chr2"	219845809	219850379	4571	"-"	"FEV"	54738	"ENSG00000163497"
"10288"	"chr17"	6658766	6678966	20201	"+"	"XAF1"	54739	"ENSG00000132530"
"10289"	"chr1"	65886248	66107242	220995	"+"	"LEPR"	54741	"ENSG00000116678"
"10290"	"chr8"	143781529	143786545	5017	"+"	"LY6K"	54742	"ENSG00000160886"
"10291"	"chr7"	37723446	37991543	268098	"+"	"EPDR1"	54749	"ENSG00000086289"
"10292"	"chr1"	16083102	16113089	29988	"+"	"FBLIM1"	54751	"ENSG00000162458"
"10293"	"chr17"	33448598	33457751	9154	"+"	"FNDC8"	54752	"ENSG00000073598"
"10294"	"chr7"	6655248	6663921	8674	"+"	"ZNF853"	54753	"ENSG00000236609"
"10295"	"chr9"	97077605	97090926	13322	"-"	"NUTM2F"	54754	"ENSG00000130950"
"10296"	"chr3"	57124010	57204334	80325	"-"	"IL17RD"	54756	"ENSG00000144730"
"10297"	"chr17"	66531254	66597530	66277	"-"	"FAM20A"	54757	"ENSG00000108950"
"10298"	"chr16"	87730091	87799598	69508	"-"	"KLHDC4"	54758	"ENSG00000104731"
"10299"	"chr19"	1481427	1490751	9325	"-"	"PCSK4"	54760	"ENSG00000115257"
"10300"	"chr3"	113547029	113666021	118993	"+"	"GRAMD1C"	54762	"ENSG00000178075"
"10301"	"chr3"	123687368	123711025	23658	"-"	"ROPN1"	54763	"ENSG00000065371"
"10302"	"chr10"	126630692	126676758	46067	"+"	"ZRANB1"	54764	"ENSG00000019995"
"10303"	"chr11"	35684353	35829775	145423	"+"	"TRIM44"	54765	"ENSG00000166326"
"10304"	"chr11"	111338251	111383079	44829	"-"	"BTG4"	54766	"ENSG00000137707"
"10305"	"chr16"	70841281	71264625	423345	"-"	"HYDIN"	54768	"ENSG00000157423"
"10306"	"chr9"	93372114	93405386	33273	"-"	"DIRAS2"	54769	"ENSG00000165023"
"10307"	"chr19"	55602281	55628927	26647	"-"	"PPP1R12C"	54776	"ENSG00000125503"
"10308"	"chr15"	59157374	59389618	232245	"+"	"RNF111"	54778	"ENSG00000157450"
"10309"	"chr10"	123716603	123734732	18130	"-"	"NSMCE4A"	54780	"ENSG00000107672"
"10310"	"chr7"	102096685	102105323	8639	"-"	"ALKBH4"	54784	"ENSG00000160993"
"10311"	"chr17"	8091652	8093564	1913	"-"	"C17orf59"	54785	"ENSG00000196544"
"10312"	"chr10"	74092588	74114988	22401	"-"	"DNAJB12"	54788	"ENSG00000148719"
"10313"	"chr4"	106067032	106200973	133942	"+"	"TET2"	54790	"ENSG00000168769"
"10314"	"chr8"	25285366	25315992	30627	"-"	"KCTD9"	54793	"ENSG00000104756"
"10315"	"chr19"	49660998	49715093	54096	"+"	"TRPM4"	54795	"ENSG00000130529"
"10316"	"chr9"	16409501	16870841	461341	"-"	"BNC2"	54796	"ENSG00000173068"
"10317"	"chr1"	28655513	28662476	6964	"+"	"MED18"	54797	"ENSG00000130772"
"10318"	"chr4"	155153399	155412930	259532	"-"	"DCHS2"	54798	"ENSG00000197410"
"10319"	"chr17"	49254786	49337524	82739	"-"	"MBTD1"	54799	"ENSG00000011258"
"10320"	"chr3"	183353356	183402265	48910	"+"	"KLHL24"	54800	"ENSG00000114796"
"10321"	"chr9"	19053141	19103117	49977	"-"	"HAUS6"	54801	"ENSG00000147874"
"10322"	"chr1"	40306723	40349183	42461	"-"	"TRIT1"	54802	"ENSG00000043514"
"10323"	"chr10"	104678050	104849978	171929	"+"	"CNNM2"	54805	"ENSG00000148842"
"10324"	"chr6"	135604670	135818914	214245	"-"	"AHI1"	54806	"ENSG00000135541"
"10325"	"chr19"	58281023	58331307	50285	"+"	"ZNF586"	54807	"ENSG00000083828"
"10326"	"chr18"	46570039	46987717	417679	"-"	"DYM"	54808	"ENSG00000141627"
"10327"	"chr7"	92728829	92747336	18508	"-"	"SAMD9"	54809	"ENSG00000205413"
"10328"	"chr1"	78445226	78604133	158908	"+"	"GIPC2"	54810	"ENSG00000137960"
"10329"	"chr19"	9715356	9732075	16720	"-"	"ZNF561"	54811	"ENSG00000171469"
"10330"	"chr2"	64751465	64820139	68675	"+"	"AFTPH"	54812	"ENSG00000119844"
"10331"	"chr14"	45393522	45511525	118004	"-"	"KLHL28"	54813	"ENSG00000179454"
"10332"	"chr19"	46195741	46207247	11507	"+"	"QPCTL"	54814	"ENSG00000011478"
"10333"	"chr19"	19496635	19619740	123106	"+"	"GATAD2A"	54815	"ENSG00000167491"
"10334"	"chr15"	56922379	57210769	288391	"-"	"ZNF280D"	54816	"ENSG00000137871"
"10335"	"chr5"	132332677	132362296	29620	"-"	"ZCCHC10"	54819	"ENSG00000155329"
"10336"	"chr16"	15737124	15820210	83087	"+"	"NDE1"	54820	"ENSG00000072864"
"10337"	"chrX"	71424510	71458897	34388	"-"	"ERCC6L"	54821	"ENSG00000186871"
"10338"	"chr15"	50844670	50979012	134343	"-"	"TRPM7"	54822	"ENSG00000092439"
"10339"	"chr1"	185126212	185260897	134686	"+"	"SWT1"	54823	"ENSG00000116668"
"10340"	"chr5"	175969512	176022975	53464	"+"	"CDHR2"	54825	"ENSG00000074276"
"10341"	"chr5"	102421704	102455855	34152	"-"	"GIN1"	54826	"ENSG00000145723"
"10342"	"chr11"	114441313	114466484	25172	"-"	"NXPE4"	54827	"ENSG00000137634"
"10343"	"chr17"	58754814	59470199	715386	"+"	"BCAS3"	54828	"ENSG00000141376"
"10344"	"chr9"	95218487	95244788	26302	"-"	"ASPN"	54829	"ENSG00000106819"
"10345"	"chrX"	106366657	106449670	83014	"-"	"NUP62CL"	54830	"ENSG00000198088"
"10346"	"chr19"	12862516	12869272	6757	"+"	"BEST2"	54831	"ENSG00000039987"
"10347"	"chr15"	62144588	62352672	208085	"-"	"VPS13C"	54832	"ENSG00000129003"
"10348"	"chr1"	118406107	118472253	66147	"-"	"GDAP2"	54834	"ENSG00000196505"
"10349"	"chr9"	116111821	116133513	21693	"+"	"BSPRY"	54836	"ENSG00000119411"
"10350"	"chr10"	104503727	104576021	72295	"+"	"WBP1L"	54838	"ENSG00000166272"
"10351"	"chr15"	71145578	71342414	196837	"+"	"LRRC49"	54839	"ENSG00000137821"
"10352"	"chr9"	32972604	33025166	52563	"-"	"APTX"	54840	"ENSG00000137074"
"10353"	"chr13"	103451399	103493885	42487	"+"	"BIVM"	54841	"ENSG00000134897"
"10354"	"chr2"	191273081	191373931	100851	"+"	"MFSD6"	54842	"ENSG00000151690"
"10355"	"chr11"	85405267	85522184	116918	"-"	"SYTL2"	54843	"ENSG00000137501"
"10356"	"chr8"	95653302	95719694	66393	"+"	"ESRP1"	54845	"ENSG00000104413"
"10357"	"chr3"	113251143	113348425	97283	"+"	"SIDT1"	54847	"ENSG00000072858"
"10358"	"chr4"	106473777	106629250	155474	"+"	"ARHGEF38"	54848	"ENSG00000236699"
"10359"	"chr16"	90014333	90034468	20136	"+"	"DEF8"	54849	"ENSG00000140995"
"10360"	"chr19"	9920943	9938492	17550	"-"	"FBXL12"	54850	"ENSG00000127452"
"10361"	"chr11"	94226795	94232749	5955	"+"	"ANKRD49"	54851	"ENSG00000168876"
"10362"	"chr15"	69591286	69700119	108834	"+"	"PAQR5"	54852	"ENSG00000137819"
"10363"	"chr5"	140044261	140053709	9449	"+"	"WDR55"	54853	"ENSG00000120314"
"10364"	"chr19"	49104067	49118111	14045	"-"	"FAM83E"	54854	"ENSG00000105523"
"10365"	"chr1"	118148556	118170994	22439	"+"	"FAM46C"	54855	"ENSG00000183508"
"10366"	"chr1"	155719508	155829191	109684	"-"	"GON4L"	54856	"ENSG00000116580"
"10367"	"chrX"	69642881	69653240	10360	"+"	"GDPD2"	54857	"ENSG00000130055"
"10368"	"chr19"	18451397	18480760	29364	"+"	"PGPEP1"	54858	"ENSG00000130517"
"10369"	"chr3"	47537130	47555251	18122	"-"	"ELP6"	54859	"ENSG00000163832"
"10370"	"chr11"	60260251	60274903	14653	"+"	"MS4A12"	54860	"ENSG00000071203"
"10371"	"chr3"	43328004	43466256	138253	"+"	"SNRK"	54861	"ENSG00000163788"
"10372"	"chr19"	14017014	14041692	24679	"+"	"CC2D1A"	54862	"ENSG00000132024"
"10373"	"chr9"	140172201	140177093	4893	"+"	"TOR4A"	54863	"ENSG00000198113"
"10374"	"chr1"	156564279	156571288	7010	"-"	"GPATCH4"	54865	"ENSG00000160818"
"10375"	"chr15"	41107650	41120907	13258	"-"	"PPP1R14D"	54866	"ENSG00000166143"
"10376"	"chr2"	27255778	27264563	8786	"+"	"TMEM214"	54867	"ENSG00000119777"
"10377"	"chr17"	72772622	72835918	63297	"+"	"TMEM104"	54868	"ENSG00000109066"
"10378"	"chr19"	55583388	55599291	15904	"+"	"EPS8L1"	54869	"ENSG00000131037"
"10379"	"chr3"	49067140	49131796	64657	"-"	"QRICH1"	54870	"ENSG00000198218"
"10380"	"chr4"	492989	533985	40997	"+"	"PIGG"	54872	"ENSG00000174227"
"10381"	"chr1"	100111499	100160097	48599	"+"	"PALMD"	54873	"ENSG00000099260"
"10382"	"chr1"	93913688	94020218	106531	"+"	"FNBP1L"	54874	"ENSG00000137942"
"10383"	"chr9"	17134980	17503921	368942	"+"	"CNTLN"	54875	"ENSG00000044459"
"10384"	"chr4"	17802278	17812381	10104	"-"	"DCAF16"	54876	"ENSG00000163257"
"10385"	"chr18"	60190240	60254942	64703	"+"	"ZCCHC2"	54877	"ENSG00000141664"
"10386"	"chr15"	65734801	65810042	75242	"-"	"DPP8"	54878	"ENSG00000074603"
"10387"	"chr1"	113066140	113163447	97308	"-"	"ST7L"	54879	"ENSG00000007341"
"10388"	"chrX"	39909068	40036582	127515	"-"	"BCOR"	54880	"ENSG00000183337"
"10389"	"chr9"	103064359	103115221	50863	"-"	"TEX10"	54881	"ENSG00000136891"
"10390"	"chr5"	139781399	139929163	147765	"+"	"ANKHD1"	54882	"ENSG00000131503"
"10391"	"chr17"	36956687	36981734	25048	"-"	"CWC25"	54883	"ENSG00000108296"
"10392"	"chr2"	85569211	85581743	12533	"-"	"RETSAT"	54884	"ENSG00000042445"
"10393"	"chrX"	106045910	106119375	73466	"+"	"TBC1D8B"	54885	"ENSG00000133138"
"10394"	"chr9"	103790991	104087417	296427	"+"	"LPPR1"	54886	"ENSG00000148123"
"10395"	"chr6"	34759857	34850915	91059	"+"	"UHRF1BP1"	54887	"ENSG00000065060"
"10396"	"chr5"	6599352	6633404	34053	"-"	"NSUN2"	54888	"ENSG00000037474"
"10397"	"chr17"	18086392	18113268	26877	"+"	"ALKBH5"	54890	"ENSG00000091542"
"10398"	"chr2"	206858445	206951027	92583	"-"	"INO80D"	54891	"ENSG00000114933"
"10399"	"chr7"	158424003	158497520	73518	"-"	"NCAPG2"	54892	"ENSG00000146918"
"10400"	"chr15"	31231144	31283810	52667	"-"	"MTMR10"	54893	"ENSG00000166912"
"10401"	"chr17"	56429861	56494956	65096	"-"	"RNF43"	54894	"ENSG00000108375"
"10402"	"chr1"	19638820	19655794	16975	"+"	"PQLC2"	54896	"ENSG00000040487"
"10403"	"chr1"	10696661	10856707	160047	"-"	"CASZ1"	54897	"ENSG00000130940"
"10404"	"chr6"	10980992	11044547	63556	"-"	"ELOVL2"	54898	"ENSG00000197977"
"10405"	"chr3"	58318607	58411748	93142	"+"	"PXK"	54899	"ENSG00000168297"
"10406"	"chr1"	203734304	203745361	11058	"+"	"LAX1"	54900	"ENSG00000122188"
"10407"	"chr6"	20534688	21232635	697948	"+"	"CDKAL1"	54901	"ENSG00000145996"
"10408"	"chr17"	15902694	15948329	45636	"+"	"TTC19"	54902	"ENSG00000011295"
"10409"	"chr17"	56282803	56296966	14164	"-"	"MKS1"	54903	"ENSG00000011143"
"10410"	"chr8"	38127215	38239790	112576	"-"	"WHSC1L1"	54904	"ENSG00000147548"
"10411"	"chr7"	1022835	1029276	6442	"+"	"CYP2W1"	54905	"ENSG00000073067"
"10412"	"chr10"	5726801	5805703	78903	"+"	"FAM208B"	54906	"ENSG00000108021"
"10413"	"chr5"	169010638	169031782	21145	"+"	"SPDL1"	54908	"ENSG00000040275"
"10414"	"chr2"	97525453	97536494	11042	"-"	"SEMA4C"	54910	"ENSG00000168758"
"10415"	"chr15"	75246757	75249805	3049	"-"	"RPP25"	54913	"ENSG00000178718"
"10416"	"chr9"	20658308	20995954	337647	"+"	"FOCAD"	54914	"ENSG00000188352"
"10417"	"chr20"	61826781	61847586	20806	"-"	"YTHDF1"	54915	"ENSG00000149658"
"10418"	"chr14"	56955072	57117324	162253	"+"	"TMEM260"	54916	"ENSG00000070269"
"10419"	"chr3"	32522804	32544900	22097	"-"	"CMTM6"	54918	"ENSG00000091317"
"10420"	"chr7"	766338	829190	62853	"+"	"HEATR2"	54919	"ENSG00000164818"
"10421"	"chr16"	68021649	68113223	91575	"+"	"DUS2"	54920	"ENSG00000167264"
"10422"	"chr16"	69151913	69166487	14575	"-"	"CHTF8"	54921	"ENSG00000168802"
"10423"	"chr19"	49223844	49243978	20135	"-"	"RASIP1"	54922	"ENSG00000105538"
"10424"	"chr20"	62340216	62370456	30241	"+"	"RP4-583P15.15"	54923	"ENSG00000273154"
"10425"	"chr16"	3432085	3451065	18981	"-"	"ZSCAN32"	54925	"ENSG00000140987"
"10426"	"chr9"	33817565	33920402	102838	"+"	"UBE2R2"	54926	"ENSG00000107341"
"10427"	"chr7"	132469629	132766848	297220	"-"	"CHCHD3"	54927	"ENSG00000106554"
"10428"	"chr8"	57870492	57906403	35912	"-"	"IMPAD1"	54928	"ENSG00000104331"
"10429"	"chr19"	19229978	19249322	19345	"-"	"TMEM161A"	54929	"ENSG00000064545"
"10430"	"chr14"	23415437	23426370	10934	"-"	"HAUS4"	54930	"ENSG00000092036"
"10431"	"chr3"	101280706	101285290	4585	"+"	"TRMT10C"	54931	"ENSG00000174173"
"10432"	"chr9"	140201348	140317714	116367	"-"	"EXD3"	54932	"ENSG00000187609"
"10433"	"chr1"	39351479	39407471	55993	"-"	"RHBDL2"	54933	"ENSG00000158315"
"10434"	"chr12"	49047184	49076021	28838	"-"	"KANSL2"	54934	"ENSG00000139620"
"10435"	"chr1"	159750722	159752333	1612	"+"	"DUSP23"	54935	"ENSG00000158716"
"10436"	"chr1"	36554476	36559533	5058	"+"	"ADPRHL2"	54936	"ENSG00000116863"
"10437"	"chr13"	36742345	36871979	129635	"-"	"SOHLH2"	54937	"ENSG00000120669"
"10438"	"chr19"	39405906	39440495	34590	"-"	"SARS2"	54938	"ENSG00000104835"
"10439"	"chr15"	75628232	75634268	6037	"+"	"COMMD4"	54939	"ENSG00000140365"
"10440"	"chr4"	48807229	48863834	56606	"+"	"OCIAD1"	54940	"ENSG00000109180"
"10441"	"chr18"	29598335	29653176	54842	"+"	"RNF125"	54941	"ENSG00000101695"
"10442"	"chr9"	111696461	111713024	16564	"+"	"FAM206A"	54942	"ENSG00000119328"
"10443"	"chr21"	34860497	34864027	3531	"-"	"DNAJC28"	54943	"ENSG00000177692"
"10444"	"chr3"	125725198	125820404	95207	"-"	"SLC41A3"	54946	"ENSG00000114544"
"10445"	"chr16"	55542910	55620582	77673	"+"	"LPCAT2"	54947	"ENSG00000087253"
"10446"	"chr11"	59573608	59578345	4738	"-"	"MRPL16"	54948	"ENSG00000166902"
"10447"	"chr11"	61196692	61253294	56603	"+"	"RP11-286N22.8"	54949	"ENSG00000256591"
"10448"	"chr4"	47452885	47465736	12852	"-"	"COMMD8"	54951	"ENSG00000169019"
"10449"	"chr1"	28879597	28905051	25455	"+"	"TRNAU1AP"	54952	"ENSG00000180098"
"10450"	"chr1"	186344890	186390510	45621	"+"	"C1orf27"	54953	"ENSG00000157181"
